season,year,scheme,state,district,crop,insurance_comp,sum_insured,farmer_share,acturial_rate,cut_off_date,area,premium_paid_farmer,premium_paid_goi
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Assam,Tinsukia,Paddy - Sali,HDFC ERGO GENERAL INSURANCE CO. LTD.,59400,2,6,"8/31/2019, 2:29:59 PM",1,1188,2376
Rabi,2017,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Balrampur,Wheat,RELIANCE GENERAL INSURANCE CO. LTD.,44523,1.5,4,"12/31/2017, 1:29:59 PM",1,667.845,1113.075
Rabi,2017,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Shrawasti,Lentil (Masur),NEW INDIA ASSURANCE COMPANY,28699,1.5,5,"12/31/2017, 1:29:59 PM",1,430.485,1004.465
Rabi,2017,Weather Based Crop Insurance Scheme,Kerala,Kozhikode,Banana,AGRICULTURE INSURANCE COMPANY,100000,5,10,"1/15/2018, 1:29:59 PM",1,5000,5000
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Bihar,Pashchim Champaran,Maize (Makka),AGRICULTURE INSURANCE COMPANY,48750,2,6,"7/30/2017, 2:30:00 PM",1,975,1950
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Deoria,Paddy (Dhan),ORIENTAL INSURANCE,50000,2,14,"7/31/2019, 2:29:59 PM",1,1000,6000
Rabi,2018,Weather Based Crop Insurance Scheme,Telangana,Wanaparthy,Mango - 16 To 50 Years,AGRICULTURE INSURANCE COMPANY,800,5,5,"12/15/2018, 1:29:59 PM",1,40,0
Rabi,2017,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Sonbhadra,Pea,RELIANCE GENERAL INSURANCE CO. LTD.,27435,1.5,3.25,"12/31/2017, 1:29:59 PM",1,411.525,480.1125
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Chhattisgarh,Balrampur,Maize (Makka),IFFCO TOKIO GENERAL INSURANCE CO. LTD.,15000,2,2,"7/30/2017, 2:30:00 PM",1,300,0
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Uttarakhand,Rudraprayag,Fingermillet (Ragi/Mandika),AGRICULTURE INSURANCE COMPANY,24000,2,2,"7/15/2019, 2:29:59 PM",1,480,0
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Sant Kabir Nagar,Paddy (Dhan),HDFC ERGO GENERAL INSURANCE CO. LTD.,51949,2,5,"7/31/2019, 2:29:59 PM",1,1038.98,1558.47
Kharif,2017,Weather Based Crop Insurance Scheme,Madhya Pradesh,Vidisha,Tomato,HDFC ERGO GENERAL INSURANCE CO. LTD.,63200,5,11.2,"8/14/2017, 2:30:00 PM",1,3160,3918.3999999999996
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Telangana,Sangareddy,Onion,AGRICULTURE INSURANCE COMPANY,62500,5,9,"12/31/2018, 1:29:59 PM",1,3125,2500
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Budaun,Maize (Makka),HDFC ERGO GENERAL INSURANCE CO. LTD.,31100,2,2,"7/31/2019, 2:29:59 PM",1,622,0
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Assam,Nalbari,Paddy - Summer,AGRICULTURE INSURANCE COMPANY,60100,1.5,2,"1/31/2019, 1:29:59 PM",1,901.5,300.5
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Kheri,Paddy (Dhan),Bajaj Allianz General Insurance Co. Ltd,53613,2,4,"7/30/2017, 2:30:00 PM",1,1072.26,1072.26
Rabi,2018,Weather Based Crop Insurance Scheme,Telangana,Jayashankar,Mango - 5 To 15 Years,AGRICULTURE INSURANCE COMPANY,450,5,5,"12/15/2018, 1:29:59 PM",1,22.5,0
Kharif,2017,Weather Based Crop Insurance Scheme,Chhattisgarh,Surajpur,Papaya,Bajaj Allianz General Insurance Co. Ltd,60500,5,25,"7/30/2017, 2:30:00 PM",1,3025,12100
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Auraiya,Black Gram (Urad),SBI GENERAL INSURANCE,35551,2,9.5,"7/30/2017, 2:30:00 PM",1,711.02,2666.325
Rabi,2017,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Amethi,Wheat,SBI GENERAL INSURANCE,43394,1.5,3,"12/31/2017, 1:29:59 PM",1,650.91,650.91
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Muzaffarnagar,Wheat,NEW INDIA ASSURANCE COMPANY,57474,1.5,3,"12/31/2018, 1:29:59 PM",1,862.11,862.11
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Chhattisgarh,Durg,Paddy - RF (UnIR),AGRICULTURE INSURANCE COMPANY,36000,2,12,"7/31/2019, 2:29:59 PM",1,720,3600
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Rajasthan,Banswara,Maize (Makka) - Rabi,AGRICULTURE INSURANCE COMPANY,68250,1.5,5,"12/31/2018, 1:29:59 PM",1,1023.75,2388.75
Rabi,2017,Pradhan Mantri Fasal Bima Yojana,Maharashtra,Osmanabad,Bengal Gram (Chana),NATIONAL INSURANCE COMPANY LIMITED,24000,1.5,12.61,"1/1/2018, 1:29:59 PM",1,360,2666.4
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Auraiya,Pearl Millet (Bajra),SBI GENERAL INSURANCE,29281,2,4,"7/30/2017, 2:30:00 PM",1,585.62,585.62
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Bhadohi,Pigeon Pea (Red Gram/Arhar/Tur),BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,27650,2,2,"7/31/2019, 2:29:59 PM",1,553,0
Rabi,2018,Weather Based Crop Insurance Scheme,Telangana,Bhadradri,Mango - 16 To 50 Years,AGRICULTURE INSURANCE COMPANY,800,5,5,"12/15/2018, 1:29:59 PM",1,40,0
Rabi,2018,Weather Based Crop Insurance Scheme,Telangana,Siddipet,Mango - 5 To 15 Years,AGRICULTURE INSURANCE COMPANY,450,5,5,"12/15/2018, 1:29:59 PM",1,22.5,0
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Telangana,Mahbubnagar,Sorghum (Jowar/Great Millet),BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,27500,1.5,5,"12/31/2018, 1:29:59 PM",1,412.5,962.5
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Assam,Dhubri,Paddy - Sali,AGRICULTURE INSURANCE COMPANY,59400,2,5.2,"8/31/2019, 2:29:59 PM",1,1188,1900.8
Rabi,2017,Pradhan Mantri Fasal Bima Yojana,Chhattisgarh,Baloda Bazar,Wheat - IR,AGRICULTURE INSURANCE COMPANY,25000,1.5,8,"12/31/2017, 1:29:59 PM",1,375,1625
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Madhya Pradesh,Datia,Lentil (Masur),HDFC ERGO GENERAL INSURANCE CO. LTD.,29714,1.5,2,"1/16/2019, 2:59:59 AM",1,445.71,148.57
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Odisha,Sundargarh,Green Gram (Moong),RELIANCE GENERAL INSURANCE CO. LTD.,25000,1.5,1.5,"12/31/2018, 1:29:59 PM",1,375,0
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Gonda,Mustard,NEW INDIA ASSURANCE COMPANY,28862,1.5,2,"12/31/2018, 1:29:59 PM",1,432.93,144.31
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Madhya Pradesh,Balaghat,Little Millet (Samai/Kutki/Kodo-Kutki),AGRICULTURE INSURANCE COMPANY,9451,2,18.5,"8/15/2017, 2:30:00 PM",1,189.02,1559.415
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Chhattisgarh,Balrampur,Green Gram (Moong),IFFCO TOKIO GENERAL INSURANCE CO. LTD.,13000,2,5,"7/30/2017, 2:30:00 PM",1,260,390
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Andhra Pradesh,Anantapur,Pigeon Pea (Red Gram/Arhar/Tur),SBI GENERAL INSURANCE,30000,2,26.86,"7/31/2019, 2:29:59 PM",1,600,7458
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Chhattisgarh,Jashpur,Maize (Makka),AGRICULTURE INSURANCE COMPANY,14000,2,20,"8/7/2018, 2:29:59 PM",1,280,2520
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Assam,Baksa,Potato,AGRICULTURE INSURANCE COMPANY,131900,5,6,"12/31/2018, 1:29:59 PM",1,6595,1319
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Kheri,Black Gram (Urad),Bajaj Allianz General Insurance Co. Ltd,28743,2,4.6,"7/30/2017, 2:30:00 PM",1,574.86,747.3179999999999
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Himachal Pradesh,Solan,Paddy - I,AGRICULTURE INSURANCE COMPANY,30000,2,2,"7/30/2017, 2:30:00 PM",1,600,0
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Assam,Kamrup Metropolitan,Paddy - Sali,AGRICULTURE INSURANCE COMPANY,59740,2,2.5,"7/30/2017, 2:30:00 PM",1,1194.8,298.7
Rabi,2018,Weather Based Crop Insurance Scheme,Telangana,Warangal Urban,Mango - 16 To 50 Years,AGRICULTURE INSURANCE COMPANY,800,5,5,"12/15/2018, 1:29:59 PM",1,40,0
Rabi,2017,Pradhan Mantri Fasal Bima Yojana,Haryana,Panipat,Barley (Jau),Bajaj Allianz General Insurance Co. Ltd,33500,1.5,2,"12/31/2017, 1:29:59 PM",1,502.5,167.5
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Haryana,Kurukshetra,Maize (Makka),ICICI LOMBARD GENERAL INSURANCE CO. LTD.,36000,2,2.6,"7/30/2017, 2:30:00 PM",1,720,216.00000000000003
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Rajasthan,Dhaulpur,Guar,IFFCO TOKIO GENERAL INSURANCE CO. LTD.,53734,2,8,"8/3/2018, 2:29:59 PM",1,1074.68,3224.04
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Jharkhand,Simdega,Mustard,AGRICULTURE INSURANCE COMPANY,30715,1.5,5,"12/31/2018, 1:29:59 PM",1,460.725,1075.025
Rabi,2017,Weather Based Crop Insurance Scheme,Maharashtra,Nanded,Mango,Bajaj Allianz General Insurance Co. Ltd,110000,5,35,"12/31/2017, 1:29:59 PM",1,5500,33000
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Rajasthan,Dhaulpur,Sesame (Gingelly/Til)/Sesamum,IFFCO TOKIO GENERAL INSURANCE CO. LTD.,34262,2,19.5,"8/3/2018, 2:29:59 PM",1,685.24,5995.85
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Moradabad,Paddy (Dhan),UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,49100,2,6,"7/31/2019, 2:29:59 PM",1,982,1964
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Andhra Pradesh,Anantapur,Maize (Makka),SBI GENERAL INSURANCE,55000,2,4.52,"7/31/2019, 2:29:59 PM",1,1100,1385.9999999999998
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Haryana,Panipat,Mustard,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,38000,1.5,2.52,"12/31/2018, 1:29:59 PM",1,570,387.6
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Haryana,Gurgaon,Sunflower (Suryamukhi),SBI GENERAL INSURANCE,39000,1.5,6,"12/31/2018, 1:29:59 PM",1,585,1755
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Hapur,Paddy (Dhan),NEW INDIA ASSURANCE COMPANY,62163,2,4,"7/31/2018, 2:29:59 PM",1,1243.26,1243.26
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Jharkhand,Ramgarh,Maize (Makka),ROYAL SUNDARAM GENERAL INSURANCE CO. LIMITED,31209,2,8.25,"7/31/2019, 2:29:59 PM",1,624.18,1950.5625
Kharif,2017,Weather Based Crop Insurance Scheme,Madhya Pradesh,Umaria,Brinjal,HDFC ERGO GENERAL INSURANCE CO. LTD.,63200,5,7.95,"8/14/2017, 2:30:00 PM",1,3160,1864.4
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Telangana,Khammam,Rice,AGRICULTURE INSURANCE COMPANY,75000,1.5,2,"12/31/2018, 1:29:59 PM",1,1125,375
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Budaun,Paddy (Dhan),UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,44818,2,3.31,"7/30/2017, 2:30:00 PM",1,896.36,587.1158
Rabi,2017,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Shahjahanpur,Potato,TATA AIG GENERAL INSURANCE CO. LTD.,89932,5,10.21,"12/31/2017, 1:29:59 PM",1,4496.6,4685.457200000001
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Budaun,Black Gram (Urad),UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,38344,2,14.13,"7/30/2017, 2:30:00 PM",1,766.88,4651.1272
Rabi,2019,Weather Based Crop Insurance Scheme,Uttar Pradesh,Bara Banki,Mango,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,70000,5,20,"12/15/2019, 1:29:59 PM",1,3500,10500
Kharif,2017,Weather Based Crop Insurance Scheme,Madhya Pradesh,Shajapur,Onion,HDFC ERGO GENERAL INSURANCE CO. LTD.,63200,5,8.65,"8/14/2017, 2:30:00 PM",1,3160,2306.8
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Hardoi,Sesame (Gingelly/Til)/Sesamum,TATA AIG GENERAL INSURANCE CO. LTD.,17225,2,6.99,"7/30/2017, 2:30:00 PM",1,344.5,859.5275
Rabi,2017,Pradhan Mantri Fasal Bima Yojana,Himachal Pradesh,Sirmaur,Wheat,IFFCO TOKIO GENERAL INSURANCE CO. LTD.,30000,1.5,8,"12/31/2017, 1:29:59 PM",1,450,1950
Rabi,2017,Pradhan Mantri Fasal Bima Yojana,Kerala,Palakkad,Tapioca - Rabi -I,AGRICULTURE INSURANCE COMPANY,50000,3,3,"1/15/2018, 1:29:59 PM",1,1500,0
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Chandauli,Potato,RELIANCE GENERAL INSURANCE CO. LTD.,73750,5,5,"12/31/2018, 1:29:59 PM",1,3687.5,0
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Himachal Pradesh,Una,Wheat,SBI GENERAL INSURANCE,30000,1.5,6,"12/31/2018, 1:29:59 PM",1,450,1350
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Telangana,Jangaon,Paddy (Dhan),TATA AIG GENERAL INSURANCE CO. LTD.,85000,2,5.5,"8/31/2018, 2:29:59 PM",1,1700,2975
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Gujarat,Ahmadabad,Cotton (Kapas) - RF,AGRICULTURE INSURANCE COMPANY,40000,5,7,"7/17/2018, 2:29:59 PM",1,2000,800
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Kanpur Nagar,Lentil (Masur),SBI GENERAL INSURANCE,34205,1.5,10.13,"12/31/2018, 1:29:59 PM",1,513.075,2951.8915
Rabi,2017,Pradhan Mantri Fasal Bima Yojana,Chhattisgarh,Surguja,Wheat - RF,Bajaj Allianz General Insurance Co. Ltd,15000,1.5,12,"12/31/2017, 1:29:59 PM",1,225,1575
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Kasganj,Maize (Makka),UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,34371,2,6.5,"7/30/2017, 2:30:00 PM",1,687.42,1546.695
Kharif,2017,Weather Based Crop Insurance Scheme,Uttar Pradesh,Allahabad,Banana,TATA AIG GENERAL INSURANCE CO. LTD.,150000,5,20,"7/30/2017, 2:30:00 PM",1,7500,22500
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Shahjahanpur,Maize (Makka),UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,33000,2,6,"7/31/2019, 2:29:59 PM",1,660,1320
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Gujarat,Panch Mahals,Bengal Gram (Chana),BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,19800,1.5,6,"12/31/2018, 1:29:59 PM",1,297,891
Rabi,2017,Pradhan Mantri Fasal Bima Yojana,Sikkim,South District,Buck Wheat (Kaspat),IFFCO TOKIO GENERAL INSURANCE CO. LTD.,34140,1.5,2,"1/31/2018, 1:29:59 PM",1,512.1,170.7
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Assam,Cachar,Paddy - Summer,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,60100,1.5,16,"1/31/2019, 1:29:59 PM",1,901.5,8714.5
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Haryana,Mewat,Bengal Gram (Chana),UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,29500,1.5,20.72,"12/31/2018, 1:29:59 PM",1,442.5,5669.9
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Gujarat,Bharuch,Banana,NEW INDIA ASSURANCE COMPANY,122500,5,6,"7/30/2017, 2:30:00 PM",1,6125,1225
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Madhya Pradesh,Umaria,Mustard,ICICI LOMBARD GENERAL INSURANCE CO. LTD.,20000,1.5,5.1,"1/16/2019, 2:59:59 AM",1,300,720
Rabi,2018,Weather Based Crop Insurance Scheme,Kerala,Malappuram,Yard Long Bean,AGRICULTURE INSURANCE COMPANY,40000,5,48,"1/31/2019, 1:29:59 PM",1,2000,17200
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Telangana,Karimnagar,Maize (Makka) - RF,TATA AIG GENERAL INSURANCE CO. LTD.,50000,2,9.37,"7/31/2018, 2:29:59 PM",1,1000,3684.9999999999995
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Madhya Pradesh,Betul,Bengal Gram (Chana),AGRICULTURE INSURANCE COMPANY,30000,1.5,1.5,"1/16/2019, 2:59:59 AM",1,450,0
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Maharashtra,Pune,Groundnut (Pea Nut),UNITED INDIA INSURANCE CO.,30000,2,8.53,"8/3/2017, 2:30:00 PM",1,600,1958.9999999999998
Rabi,2017,Pradhan Mantri Fasal Bima Yojana,Maharashtra,Buldana,Safflower (Kusum/Kardi),ORIENTAL INSURANCE,22000,1.5,5.6,"1/1/2018, 1:29:59 PM",1,330,901.9999999999999
Rabi,2018,Weather Based Crop Insurance Scheme,Chhattisgarh,Surguja,Tomato,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,90000,5,10,"12/31/2018, 1:29:59 PM",1,4500,4500
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Assam,Cachar,Potato,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,131900,5,8,"12/31/2018, 1:29:59 PM",1,6595,3957
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Hathras,Paddy (Dhan),UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,45640,2,4.54,"7/30/2017, 2:30:00 PM",1,912.8,1159.256
Kharif,2017,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Etawah,Paddy (Dhan),TATA AIG GENERAL INSURANCE CO. LTD.,60039,2,3.5,"7/30/2017, 2:30:00 PM",1,1200.78,900.585
Rabi,2018,Weather Based Crop Insurance Scheme,Andhra Pradesh,West Godavari,Mango - 5 To 15 Years,AGRICULTURE INSURANCE COMPANY,450,5,20,"12/15/2018, 1:29:59 PM",1,22.5,67.5
Rabi,2018,Weather Based Crop Insurance Scheme,Kerala,Kasaragod,Cashew,AGRICULTURE INSURANCE COMPANY,60000,5,12,"1/31/2019, 1:29:59 PM",1,3000,4200
Rabi,2018,Weather Based Crop Insurance Scheme,Andhra Pradesh,Krishna,Mango - 5 To 15 Years,AGRICULTURE INSURANCE COMPANY,450,5,18,"12/15/2018, 1:29:59 PM",1,22.5,58.5
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Haryana,Rohtak,Maize (Makka),BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,38300,2,5,"7/15/2019, 2:29:59 PM",1,766,1149
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Telangana,Mahabubabad,Maize (Makka) - RF,NATIONAL INSURANCE COMPANY LIMITED,50000,2,3.99,"7/31/2018, 2:29:59 PM",1,1000,995.0000000000001
Rabi,2017,Pradhan Mantri Fasal Bima Yojana,Chhattisgarh,Mahasamund,Lethyrus,AGRICULTURE INSURANCE COMPANY,12000,1.5,2,"12/31/2017, 1:29:59 PM",1,180,60
Rabi,2018,Weather Based Crop Insurance Scheme,Rajasthan,Nagaur,Onion,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,70000,5,13,"12/31/2018, 1:29:59 PM",1,3500,5600
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Rampur,Paddy (Dhan),UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,66500,2,3.8,"7/31/2019, 2:29:59 PM",1,1330,1196.9999999999998
Rabi,2017,Pradhan Mantri Fasal Bima Yojana,Maharashtra,Satara,Groundnut (Pea Nut) - Summer,ORIENTAL INSURANCE,36000,0.75,0.75,"3/31/2018, 2:29:59 PM",1,270,0
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Gujarat,Mahesana,Groundnut (Pea Nut),UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,45000,2,10,"7/17/2018, 2:29:59 PM",1,900,3600
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Jharkhand,Simdega,Wheat,AGRICULTURE INSURANCE COMPANY,56816,1.5,3,"12/31/2018, 1:29:59 PM",1,852.24,852.24
Rabi,2017,Weather Based Crop Insurance Scheme,Himachal Pradesh,Shimla,Mango - More than 40 Years,IFFCO TOKIO GENERAL INSURANCE CO. LTD.,500,5,12,"12/31/2017, 1:29:59 PM",1,25,35
Rabi,2018,Weather Based Crop Insurance Scheme,Andhra Pradesh,Y.S.R.,Mango - 16 To 50 Years,AGRICULTURE INSURANCE COMPANY,800,5,10,"12/15/2018, 1:29:59 PM",1,40,40
Rabi,2018,Weather Based Crop Insurance Scheme,Kerala,Malappuram,Bitter Gourd,AGRICULTURE INSURANCE COMPANY,40000,5,48,"1/31/2019, 1:29:59 PM",1,2000,17200
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Ghazipur,Bengal Gram (Chana),TATA AIG GENERAL INSURANCE CO. LTD.,42294,1.5,2,"12/31/2018, 1:29:59 PM",1,634.41,211.47
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Sonbhadra,Black Gram (Urad),UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,25952,2,10,"7/31/2019, 2:29:59 PM",1,519.04,2076.16
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Haryana,Faridabad,Cotton (Kapas),AGRICULTURE INSURANCE COMPANY,76600,2,15,"7/15/2019, 2:29:59 PM",1,1532,9958
Rabi,2017,Pradhan Mantri Fasal Bima Yojana,Chhattisgarh,Mahasamund,Potato,AGRICULTURE INSURANCE COMPANY,100000,5,5,"12/31/2017, 1:29:59 PM",1,5000,0
Rabi,2017,Pradhan Mantri Fasal Bima Yojana,Chhattisgarh,Balrampur,Wheat - RF,AGRICULTURE INSURANCE COMPANY,15000,1.5,4.5,"12/31/2017, 1:29:59 PM",1,225,450
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Maharashtra,Raigarh,Fingermillet (Ragi/Mandika),AGRICULTURE INSURANCE COMPANY,20000,2,10,"7/31/2019, 2:29:59 PM",1,400,1600
Kharif,2019,Pradhan Mantri Fasal Bima Yojana,Madhya Pradesh,Mandsaur,Soybean (Bhat),RELIANCE GENERAL INSURANCE CO. LTD.,40500,2,12.1,"8/1/2019, 1:59:59 AM",1,810,4090.5
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Goa,South Goa,Pulses,SBI GENERAL INSURANCE,37500,1.5,3,"12/15/2018, 1:29:59 PM",1,562.5,562.5
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Rajasthan,Rajsamand,Maize (Makka),SBI GENERAL INSURANCE,41000,2,15,"8/3/2018, 2:29:59 PM",1,820,5330
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Uttar Pradesh,Chitrakoot,Pigeon Pea (Red Gram/Arhar/Tur),NEW INDIA ASSURANCE COMPANY,35771,2,15,"7/31/2018, 2:29:59 PM",1,715.42,4650.23
Kharif,2018,Weather Based Crop Insurance Scheme,Kerala,Idukki,Pineapple,AGRICULTURE INSURANCE COMPANY,35000,5,9,"8/16/2018, 2:29:59 PM",1,1750,1400
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Madhya Pradesh,Sidhi,Bengal Gram (Chana),AGRICULTURE INSURANCE COMPANY,29917,1.5,21.8,"1/16/2019, 2:59:59 AM",1,448.755,6073.151
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Gujarat,Mahesana,Cotton (Kapas) - IR,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,75000,3.01,3.01,"7/17/2018, 2:29:59 PM",1,2257.4999999999995,0
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Gujarat,Junagadh,Pearl Millet (Bajra) - IR,AGRICULTURE INSURANCE COMPANY,29000,1.5,3,"3/15/2019, 2:29:59 PM",1,435,435
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Andhra Pradesh,Sri Potti Sriramulu Nellore,Green Gram (Moong),BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,30000,1.5,20,"12/15/2018, 1:29:59 PM",1,450,5550
Rabi,2017,Weather Based Crop Insurance Scheme,Maharashtra,Kolhapur,Cashew,HDFC ERGO GENERAL INSURANCE CO. LTD.,76000,5,13,"12/31/2017, 1:29:59 PM",1,3800,6080
Kharif,2018,Pradhan Mantri Fasal Bima Yojana,Haryana,Sonipat,Paddy (Dhan),SBI GENERAL INSURANCE,73500,2,4,"7/31/2018, 2:29:59 PM",1,1470,1470
Rabi,2018,Weather Based Crop Insurance Scheme,Kerala,Wayanad,Yard Long Bean,AGRICULTURE INSURANCE COMPANY,40000,5,48,"1/31/2019, 1:29:59 PM",1,2000,17200
Rabi,2018,Weather Based Crop Insurance Scheme,Telangana,Warangal Urban,Mango - 5 To 15 Years,AGRICULTURE INSURANCE COMPANY,450,5,5,"12/15/2018, 1:29:59 PM",1,22.5,0
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Himachal Pradesh,Kullu,Wheat,AGRICULTURE INSURANCE COMPANY,30000,1.5,5,"12/31/2018, 1:29:59 PM",1,450,1050
Rabi,2018,Pradhan Mantri Fasal Bima Yojana,Assam,Tinsukia,Potato,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,131900,5,20,"12/31/2018, 1:29:59 PM",1,6595,19785
Rabi,2017,Weather Based Crop Insurance Scheme,West Bengal,Kalimpong,Cucumber,AGRICULTURE INSURANCE COMPANY,175000,5,23,"12/31/2017, 1:29:59 PM",1,8750,31500
Kharif,2019,Weather Based Crop Insurance Scheme,Chhattisgarh,Baloda Bazar,Tomato,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,100000,5,20,"7/31/2019, 2:29:59 PM",1,5000,15000
